user_name,weight_of_waste_grams,number_of_ewaste_devices,ewaste_scrap_image_ref,material_category,price_valuation_inr,price_trend,nearby_recycler_id,reference_id,mode_of_transaction,transaction_id,anonymous_contact_number,estimated_carbon_emission_grams,recycler_name,recycler_location,authorization_status
Pooja Agarwal,1100.2,0,placeholder://scrap-images/newspaper/d9ffb089.webp,Newspaper,19.05,Rising,RCY-1034,REF-102881,Cash,CASH-162E81A1E7,+91 11 6248 7969,893.6,EcoWave Eco Solutions,"Sanathnagar, Hyderabad",Authorized
Kiran Iyer,6835.0,3,placeholder://scrap-images/small-battery/4ec01cc5.webp,Small Battery,336.87,Stable,RCY-1053,REF-102882,UPI,TXN964933506300,+91 11 2062 2987,11233.0,EcoWave Metals,"Ankleshwar, Gujarat",Authorized
Yogesh Sharma,11131.6,1,placeholder://scrap-images/e-waste-pcb/01cdb775.webp,E-Waste PCB,1800.61,Falling,RCY-1027,REF-102883,Cash,CASH-5B60BBE324,+91 11 2114 5560,47090.7,New Delhi Metals,"Mayapuri Industrial Area, Delhi",Pending Verification
Gaurav Tiwari,9857.2,1,placeholder://scrap-images/lead-acid-battery/f5f3f600.webp,Lead-Acid Battery,868.86,Rising,RCY-1044,REF-102884,UPI,TXN680542519317,+91 11 1395 6647,10967.4,Shakti Metals,"Kanpur, Uttar Pradesh",Pending Verification
Rahul Goel,42112.1,0,placeholder://scrap-images/hard-plastics/3d8a2e49.webp,Hard Plastics,841.02,Stable,RCY-1017,REF-102885,UPI,TXN248022379483,+91 11 7319 9298,49815.9,Bharat Recyclers,"Guindy, Chennai",Pending Verification
Manoj Agarwal,1711.9,6,placeholder://scrap-images/lead-acid-battery/89fb3153.webp,Lead-Acid Battery,160.73,Stable,RCY-1058,REF-102886,UPI,TXN131928847547,+91 11 9042 8366,2150.9,Green India Enterprises,"Sanathnagar, Hyderabad",Authorized
Sunita Reddy,86577.1,0,placeholder://scrap-images/newspaper/9ef79dcf.webp,Newspaper,1523.98,Stable,RCY-1007,REF-102887,Cash,CASH-6E76E05582,+91 11 3740 3446,78900.1,National Recyclers,"Jamshedpur, Jharkhand",Authorized
Vinod Malhotra,14568.4,6,placeholder://scrap-images/lead-acid-battery/c6a3d30c.webp,Lead-Acid Battery,1362.13,Falling,RCY-1036,REF-102888,Cash,CASH-6D4A04A347,+91 11 8529 5625,18283.9,National Industries,"Jamshedpur, Jharkhand",Authorized
Harish Bose,5372.8,1,placeholder://scrap-images/small-battery/cd827d02.webp,Small Battery,268.47,Rising,RCY-1017,REF-102889,Cash,CASH-719DB43C35,+91 11 9600 7816,8006.0,Bharat Recyclers,"Guindy, Chennai",Pending Verification
Karan Bhatt,32998.0,0,placeholder://scrap-images/copper/5519c37d.webp,Copper,21076.7,Rising,RCY-1046,REF-102890,UPI,TXN596109920097,+91 11 5622 9177,76110.0,Greenline Scrap Traders,"Dharavi, Mumbai",Authorized
Shalini Nair,5926.7,7,placeholder://scrap-images/e-waste-pcb/1a3e12e3.webp,E-Waste PCB,920.76,Falling,RCY-1021,REF-102891,UPI,TXN337541305009,+91 11 9798 4853,25321.3,Bharat Recycling Hub,"Kanpur, Uttar Pradesh",Pending Verification
Swati Agarwal,67779.5,0,placeholder://scrap-images/hard-plastics/30def66e.webp,Hard Plastics,1285.63,Rising,RCY-1005,REF-102892,UPI,TXN864768671381,+91 11 7225 5164,79938.1,Shakti Industries,"Narela, New Delhi",Authorized
Neha Agarwal,2358.3,8,placeholder://scrap-images/lead-acid-battery/aa80b2f4.webp,Lead-Acid Battery,210.13,Rising,RCY-1037,REF-102893,UPI,TXN504632385958,+91 11 4915 1615,2784.8,Green India Industries,"Mayapuri Industrial Area, Delhi",Authorized
Sanjay Chauhan,3792.9,8,placeholder://scrap-images/lead-acid-battery/e53c3f06.webp,Lead-Acid Battery,363.6,Rising,RCY-1033,REF-102894,UPI,TXN910880558541,+91 11 8822 7126,4680.2,Urban Recycling Hub,"Okhla Phase 2, New Delhi",Pending Verification
Sandeep Malhotra,75957.7,0,placeholder://scrap-images/newspaper/6595a49b.webp,Newspaper,1296.78,Stable,RCY-1038,REF-102895,UPI,TXN704626392090,+91 11 9043 5154,62254.0,EcoCircle Eco Solutions,"Sanathnagar, Hyderabad",Authorized
Sanjay Chopra,1839.0,3,placeholder://scrap-images/lead-acid-battery/2742c37c.webp,Lead-Acid Battery,172.0,Falling,RCY-1018,REF-102896,Cash,CASH-D5F26BD63E,+91 11 3002 8406,2246.2,Greenline Waste Management,"Ankleshwar, Gujarat",Authorized
Sneha Saxena,12039.6,3,placeholder://scrap-images/small-battery/f978170b.webp,Small Battery,609.59,Rising,RCY-1032,REF-102897,UPI,TXN971913042439,+91 11 5002 5536,18582.4,National Recycling Hub,"Bhiwandi, Maharashtra",Authorized
Ritu Joshi,33930.2,0,placeholder://scrap-images/hard-plastics/dc2f4367.webp,Hard Plastics,706.62,Stable,RCY-1030,REF-102898,UPI,TXN896694738024,+91 11 8905 2292,42488.4,Bharat Eco Solutions,"Guindy, Chennai",Pending Verification
Manish Patel,7137.7,0,placeholder://scrap-images/copper/1789e218.webp,Copper,4562.84,Rising,RCY-1020,REF-102899,UPI,TXN650819398452,+91 11 2253 2125,17136.9,Greenline Metals,"Ludhiana, Punjab",Pending Verification
Ramesh Chopra,4544.2,5,placeholder://scrap-images/small-battery/623501d9.webp,Small Battery,209.96,Rising,RCY-1010,REF-102900,UPI,TXN663807546333,+91 11 1567 4081,7266.2,Clean Earth Eco Solutions,"Mayapuri Industrial Area, Delhi",Pending Verification
Ramesh Goel,40838.3,0,placeholder://scrap-images/newspaper/1548298f.webp,Newspaper,717.72,Stable,RCY-1016,REF-102901,UPI,TXN209850737462,+91 11 7667 9779,39563.0,Greenline Enterprises,"Narela, New Delhi",Authorized
Suresh Verma,87895.0,0,placeholder://scrap-images/hard-plastics/7ebf631c.webp,Hard Plastics,1844.13,Stable,RCY-1025,REF-102902,UPI,TXN350277520150,+91 11 5466 5358,110253.2,Shakti Waste Management,"Ankleshwar, Gujarat",Pending Verification
Raju Singh,382.3,3,placeholder://scrap-images/lead-acid-battery/ba1e28cc.webp,Lead-Acid Battery,38.4,Stable,RCY-1016,REF-102903,UPI,TXN406440795706,+91 11 3461 2879,467.3,Greenline Enterprises,"Narela, New Delhi",Authorized
Karan Patel,7648.2,7,placeholder://scrap-images/lead-acid-battery/a9d858d3.webp,Lead-Acid Battery,739.52,Falling,RCY-1013,REF-102904,Cash,CASH-05323AE989,+91 11 5020 7057,9437.6,Clean Earth Scrap Traders,"Narela, New Delhi",Authorized
Ritu Reddy,7551.4,5,placeholder://scrap-images/e-waste-pcb/07904ead.webp,E-Waste PCB,1134.2,Falling,RCY-1005,REF-102905,UPI,TXN140799975278,+91 11 4090 5908,28836.8,Shakti Industries,"Narela, New Delhi",Authorized
Kavita Joshi,5262.4,0,placeholder://scrap-images/pet-bottles/4ae76283.webp,PET Bottles,73.79,Falling,RCY-1053,REF-102906,Cash,CASH-94913BED12,+91 11 3643 7297,5686.8,EcoWave Metals,"Ankleshwar, Gujarat",Authorized
Aarti Rawat,81818.9,0,placeholder://scrap-images/newspaper/5024815d.webp,Newspaper,1421.8,Falling,RCY-1011,REF-102907,Cash,CASH-83E6A83280,+91 11 4776 6598,66321.1,Sunrise Enterprises,"Narela, New Delhi",Authorized
Gaurav Joshi,56257.0,0,placeholder://scrap-images/pet-bottles/8a3e28c1.webp,PET Bottles,870.29,Rising,RCY-1018,REF-102908,UPI,TXN924991749421,+91 11 8287 5032,58788.1,Greenline Waste Management,"Ankleshwar, Gujarat",Authorized
Sneha Verma,25219.4,0,placeholder://scrap-images/copper/66922c75.webp,Copper,16828.23,Rising,RCY-1039,REF-102909,Cash,CASH-17A02F122B,+91 11 5246 8737,68744.1,Bharat Metals,"Ankleshwar, Gujarat",Pending Verification
Anita Mishra,6344.2,4,placeholder://scrap-images/e-waste-pcb/49246b2b.webp,E-Waste PCB,1016.54,Rising,RCY-1003,REF-102910,UPI,TXN954677930373,+91 11 6856 2775,27839.8,Green India Eco Solutions,"Jamshedpur, Jharkhand",Authorized
Nisha Patel,2715.7,4,placeholder://scrap-images/small-battery/dc54ec5c.webp,Small Battery,140.28,Falling,RCY-1011,REF-102911,UPI,TXN281120733629,+91 11 5768 2748,4473.6,Sunrise Enterprises,"Narela, New Delhi",Authorized
Meena Mishra,8524.5,4,placeholder://scrap-images/e-waste-pcb/51a23cdd.webp,E-Waste PCB,1271.4,Falling,RCY-1016,REF-102912,UPI,TXN680189496962,+91 11 6501 5420,32435.7,Greenline Enterprises,"Narela, New Delhi",Authorized
Swati Pandey,60833.0,0,placeholder://scrap-images/copper/29b09d27.webp,Copper,40934.58,Rising,RCY-1008,REF-102913,UPI,TXN978738636195,+91 11 2103 6386,161317.5,EcoWave Industries,"Dharavi, Mumbai",Pending Verification
Kavita Saxena,49897.3,0,placeholder://scrap-images/newspaper/7e412138.webp,Newspaper,889.42,Stable,RCY-1046,REF-102914,UPI,TXN719207305121,+91 11 1975 6393,46407.3,Greenline Scrap Traders,"Dharavi, Mumbai",Authorized
Ajay Singh,53542.1,0,placeholder://scrap-images/iron-steel/879e2cb7.webp,Iron / Steel,1622.93,Falling,RCY-1041,REF-102915,UPI,TXN412031134378,+91 11 3621 5429,103368.6,Sunrise Industries,"Kanpur, Uttar Pradesh",Authorized
Rohit Bansal,10359.2,0,placeholder://scrap-images/iron-steel/7e1c9996.webp,Iron / Steel,305.34,Rising,RCY-1023,REF-102916,UPI,TXN738134414255,+91 11 4105 2982,19823.4,Green India Recyclers,"Ankleshwar, Gujarat",Pending Verification
Priya Bhatt,6271.0,3,placeholder://scrap-images/small-battery/a9c6077a.webp,Small Battery,288.75,Rising,RCY-1045,REF-102917,UPI,TXN432646181717,+91 11 1703 3492,8771.2,Metro Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Vikram Pandey,63314.8,0,placeholder://scrap-images/iron-steel/36289d73.webp,Iron / Steel,2005.27,Falling,RCY-1033,REF-102918,UPI,TXN784463112804,+91 11 5870 9908,114274.1,Urban Recycling Hub,"Okhla Phase 2, New Delhi",Pending Verification
Divya Rawat,7030.8,2,placeholder://scrap-images/small-battery/ea779387.webp,Small Battery,337.33,Rising,RCY-1020,REF-102919,Cash,CASH-35EC802966,+91 11 2667 7821,11362.3,Greenline Metals,"Ludhiana, Punjab",Pending Verification
Preeti Patel,14942.7,6,placeholder://scrap-images/lead-acid-battery/cdb288f3.webp,Lead-Acid Battery,1349.46,Rising,RCY-1041,REF-102920,UPI,TXN207782647618,+91 11 4124 2009,16545.8,Sunrise Industries,"Kanpur, Uttar Pradesh",Authorized
Mohit Rawat,3383.3,6,placeholder://scrap-images/small-battery/14e17dab.webp,Small Battery,166.53,Falling,RCY-1056,REF-102921,Cash,CASH-B9BC0D8512,+91 11 5748 3998,5346.5,New Delhi Scrap Traders,"Guindy, Chennai",Authorized
Rina Yadav,10949.9,3,placeholder://scrap-images/e-waste-pcb/491ccd2a.webp,E-Waste PCB,1742.72,Falling,RCY-1025,REF-102922,UPI,TXN625674214300,+91 11 2338 4976,47488.7,Shakti Waste Management,"Ankleshwar, Gujarat",Pending Verification
Karan Bose,14925.6,6,placeholder://scrap-images/e-waste-pcb/46d88879.webp,E-Waste PCB,2148.17,Stable,RCY-1016,REF-102923,UPI,TXN566162420193,+91 11 8225 1644,62777.9,Greenline Enterprises,"Narela, New Delhi",Authorized
Harish Pandey,3152.6,0,placeholder://scrap-images/pet-bottles/d2369cdc.webp,PET Bottles,49.35,Stable,RCY-1041,REF-102924,Cash,CASH-CCADF51F08,+91 11 9769 9085,3628.6,Sunrise Industries,"Kanpur, Uttar Pradesh",Authorized
Rahul Gupta,63895.4,0,placeholder://scrap-images/pet-bottles/6c5b2080.webp,PET Bottles,1021.3,Stable,RCY-1044,REF-102925,Cash,CASH-80AE3BEE26,+91 11 9179 8975,76910.6,Shakti Metals,"Kanpur, Uttar Pradesh",Pending Verification
Vikram Sharma,6815.0,6,placeholder://scrap-images/e-waste-pcb/d8371e1f.webp,E-Waste PCB,969.66,Rising,RCY-1001,REF-102926,UPI,TXN865443328800,+91 11 1586 7068,28285.8,Urban Metals,"Mayapuri Industrial Area, Delhi",Authorized
Vikram Iyer,87004.4,0,placeholder://scrap-images/hard-plastics/06807479.webp,Hard Plastics,1641.15,Falling,RCY-1008,REF-102927,UPI,TXN573231723895,+91 11 6674 5740,119989.9,EcoWave Industries,"Dharavi, Mumbai",Pending Verification
Sanjay Kapoor,53620.7,0,placeholder://scrap-images/copper/b2284efc.webp,Copper,36376.88,Falling,RCY-1048,REF-102928,UPI,TXN736659896750,+91 11 6227 4035,140820.2,Metro Recycling Hub,"Dharavi, Mumbai",Pending Verification
Kiran Agarwal,12103.3,3,placeholder://scrap-images/lead-acid-battery/6730b2ac.webp,Lead-Acid Battery,1204.09,Stable,RCY-1024,REF-102929,UPI,TXN838606583966,+91 11 3726 8527,13625.6,Clean Earth Recyclers,"Ankleshwar, Gujarat",Authorized
Rina Agarwal,46679.6,0,placeholder://scrap-images/pet-bottles/174a7814.webp,PET Bottles,697.74,Falling,RCY-1017,REF-102930,UPI,TXN357167195635,+91 11 6771 8481,55646.5,Bharat Recyclers,"Guindy, Chennai",Pending Verification
Payal Mishra,7577.1,0,placeholder://scrap-images/copper/2e136b94.webp,Copper,5246.57,Rising,RCY-1052,REF-102931,UPI,TXN849155604242,+91 11 4065 2325,17939.8,Sunrise Scrap Traders,"Ankleshwar, Gujarat",Authorized
Shalini Sharma,22825.5,0,placeholder://scrap-images/newspaper/7887795d.webp,Newspaper,424.47,Falling,RCY-1052,REF-102932,UPI,TXN102815099354,+91 11 9120 8855,19911.0,Sunrise Scrap Traders,"Ankleshwar, Gujarat",Authorized
Naveen Pandey,51187.6,0,placeholder://scrap-images/iron-steel/9d84a7f0.webp,Iron / Steel,1679.58,Stable,RCY-1025,REF-102933,UPI,TXN599704425855,+91 11 7191 9266,97525.3,Shakti Waste Management,"Ankleshwar, Gujarat",Pending Verification
Kavya Mehta,11709.5,0,placeholder://scrap-images/pet-bottles/ae050078.webp,PET Bottles,163.58,Stable,RCY-1020,REF-102934,Cash,CASH-1FF7925472,+91 11 6872 2195,11622.0,Greenline Metals,"Ludhiana, Punjab",Pending Verification
Manoj Pandey,49943.8,0,placeholder://scrap-images/iron-steel/588ad7e7.webp,Iron / Steel,1659.53,Stable,RCY-1057,REF-102935,UPI,TXN470796599382,+91 11 2651 4213,83989.2,Greenline Eco Solutions,"Jamshedpur, Jharkhand",Authorized
Dinesh Iyer,11176.1,2,placeholder://scrap-images/e-waste-pcb/f6a9fa70.webp,E-Waste PCB,1636.45,Rising,RCY-1042,REF-102936,UPI,TXN876305283547,+91 11 2630 1424,43930.8,Shakti Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Geeta Saxena,28121.7,0,placeholder://scrap-images/hard-plastics/8666be0d.webp,Hard Plastics,527.09,Rising,RCY-1059,REF-102937,UPI,TXN930654847468,+91 11 6824 1160,39194.5,Sunrise Metals,"Peenya, Bengaluru",Authorized
Ritu Bansal,3889.4,8,placeholder://scrap-images/e-waste-pcb/0812017c.webp,E-Waste PCB,558.89,Falling,RCY-1009,REF-102938,UPI,TXN560138349961,+91 11 8976 9230,16819.7,Metro Waste Management,"Jamshedpur, Jharkhand",Authorized
Preeti Gupta,14896.7,4,placeholder://scrap-images/e-waste-pcb/4bebf36a.webp,E-Waste PCB,2371.62,Stable,RCY-1040,REF-102939,Cash,CASH-11C4E6B868,+91 11 2835 3292,55683.7,EcoCircle Enterprises,"Okhla Phase 2, New Delhi",Authorized
Jyoti Tiwari,11787.7,2,placeholder://scrap-images/small-battery/787b854a.webp,Small Battery,626.44,Stable,RCY-1046,REF-102940,UPI,TXN487535154317,+91 11 6033 8260,19163.8,Greenline Scrap Traders,"Dharavi, Mumbai",Authorized
Ankit Bansal,79020.7,0,placeholder://scrap-images/newspaper/b568a47f.webp,Newspaper,1525.74,Rising,RCY-1028,REF-102941,Cash,CASH-37EA52649B,+91 11 7932 5000,76853.0,Bharat Scrap Traders,"Sanathnagar, Hyderabad",Pending Verification
Ajay Nair,80257.7,0,placeholder://scrap-images/hard-plastics/d19a9fdf.webp,Hard Plastics,1532.59,Rising,RCY-1013,REF-102942,UPI,TXN215912683595,+91 11 1264 9766,106553.7,Clean Earth Scrap Traders,"Narela, New Delhi",Authorized
Rekha Thakur,14613.7,1,placeholder://scrap-images/small-battery/fc2fc4bf.webp,Small Battery,767.68,Stable,RCY-1037,REF-102943,Cash,CASH-0A6C33BDBE,+91 11 1431 1438,21194.2,Green India Industries,"Mayapuri Industrial Area, Delhi",Authorized
Vikram Malhotra,7715.1,1,placeholder://scrap-images/lead-acid-battery/49757f12.webp,Lead-Acid Battery,702.85,Rising,RCY-1023,REF-102944,UPI,TXN141564589987,+91 11 1729 3113,9345.4,Green India Recyclers,"Ankleshwar, Gujarat",Pending Verification
Mohit Das,4672.6,5,placeholder://scrap-images/small-battery/ec3e0499.webp,Small Battery,215.83,Rising,RCY-1033,REF-102945,UPI,TXN170534773482,+91 11 7956 8710,6371.8,Urban Recycling Hub,"Okhla Phase 2, New Delhi",Pending Verification
Gaurav Kumar,16942.7,0,placeholder://scrap-images/copper/3b746639.webp,Copper,10717.75,Stable,RCY-1055,REF-102946,Cash,CASH-E2F45EE9C5,+91 11 1176 4434,42983.1,New Delhi Eco Solutions,"Peenya, Bengaluru",Authorized
Vikram Bansal,4309.5,5,placeholder://scrap-images/e-waste-pcb/0d3e6cf5.webp,E-Waste PCB,663.42,Rising,RCY-1019,REF-102947,UPI,TXN147693350566,+91 11 7739 6918,18011.1,Green India Metals,"Narela, New Delhi",Authorized
Geeta Saxena,12101.1,5,placeholder://scrap-images/e-waste-pcb/d1d5f8e1.webp,E-Waste PCB,1914.91,Rising,RCY-1018,REF-102948,UPI,TXN358221846448,+91 11 6508 7002,43680.0,Greenline Waste Management,"Ankleshwar, Gujarat",Authorized
Swati Mehta,10894.9,6,placeholder://scrap-images/small-battery/54d45fa6.webp,Small Battery,506.14,Falling,RCY-1009,REF-102949,UPI,TXN843578682294,+91 11 4801 6854,16136.7,Metro Waste Management,"Jamshedpur, Jharkhand",Authorized
Nisha Iyer,12177.7,0,placeholder://scrap-images/hard-plastics/47cc54e5.webp,Hard Plastics,227.39,Stable,RCY-1045,REF-102950,UPI,TXN760412522507,+91 11 9139 8437,16721.0,Metro Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Anjali Kapoor,6832.4,4,placeholder://scrap-images/lead-acid-battery/89198cd4.webp,Lead-Acid Battery,684.32,Falling,RCY-1030,REF-102951,UPI,TXN237767331949,+91 11 4491 9798,7833.7,Bharat Eco Solutions,"Guindy, Chennai",Pending Verification
Seema Rawat,55517.8,0,placeholder://scrap-images/copper/98b688d3.webp,Copper,38617.22,Stable,RCY-1032,REF-102952,UPI,TXN400814505171,+91 11 6918 2915,126073.1,National Recycling Hub,"Bhiwandi, Maharashtra",Authorized
Meena Kapoor,31071.6,0,placeholder://scrap-images/newspaper/39a80116.webp,Newspaper,559.4,Falling,RCY-1005,REF-102953,UPI,TXN601610801441,+91 11 4659 5596,29689.8,Shakti Industries,"Narela, New Delhi",Authorized
Ajay Patel,7554.7,7,placeholder://scrap-images/e-waste-pcb/3e79e437.webp,E-Waste PCB,1183.77,Stable,RCY-1040,REF-102954,UPI,TXN482711407618,+91 11 8937 6226,27439.0,EcoCircle Enterprises,"Okhla Phase 2, New Delhi",Authorized
Simran Thakur,81692.0,0,placeholder://scrap-images/copper/17527cfd.webp,Copper,52049.04,Falling,RCY-1015,REF-102955,UPI,TXN253417488853,+91 11 1540 6926,209848.8,Green India Waste Management,"Mayapuri Industrial Area, Delhi",Authorized
Preeti Patel,54285.1,0,placeholder://scrap-images/iron-steel/4ec99952.webp,Iron / Steel,1811.39,Stable,RCY-1043,REF-102956,UPI,TXN131145653385,+91 11 7726 4733,96698.1,Urban Waste Management,"Ludhiana, Punjab",Authorized
Kavita Verma,80728.3,0,placeholder://scrap-images/pet-bottles/ed36924f.webp,PET Bottles,1115.68,Falling,RCY-1040,REF-102957,UPI,TXN316273574188,+91 11 8514 5572,93043.7,EcoCircle Enterprises,"Okhla Phase 2, New Delhi",Authorized
Ritu Das,32634.2,0,placeholder://scrap-images/newspaper/87229ea9.webp,Newspaper,601.41,Falling,RCY-1043,REF-102958,UPI,TXN594075905929,+91 11 9456 7769,30873.2,Urban Waste Management,"Ludhiana, Punjab",Authorized
Sneha Tiwari,9718.5,3,placeholder://scrap-images/small-battery/749dc047.webp,Small Battery,522.85,Stable,RCY-1002,REF-102959,Cash,CASH-2C76B6C8A3,+91 11 8463 3291,15342.5,Green India Recycling Hub,"Bhiwandi, Maharashtra",Authorized
Anita Singh,13894.7,1,placeholder://scrap-images/e-waste-pcb/8e92b96e.webp,E-Waste PCB,2173.92,Stable,RCY-1004,REF-102960,Cash,CASH-C593B85C99,+91 11 3847 5834,55517.6,New Delhi Enterprises,"Okhla Phase 2, New Delhi",Authorized
Naveen Bose,33352.0,0,placeholder://scrap-images/hard-plastics/ce56d8c1.webp,Hard Plastics,666.16,Stable,RCY-1017,REF-102961,UPI,TXN125287578620,+91 11 6089 8004,46761.2,Bharat Recyclers,"Guindy, Chennai",Pending Verification
Yogesh Kapoor,7899.0,5,placeholder://scrap-images/lead-acid-battery/303f0918.webp,Lead-Acid Battery,804.56,Rising,RCY-1049,REF-102962,UPI,TXN649589123030,+91 11 1971 5239,9352.5,EcoWave Scrap Traders,"Mayapuri Industrial Area, Delhi",Authorized
Ashok Das,42566.7,0,placeholder://scrap-images/pet-bottles/c39ea477.webp,PET Bottles,599.17,Rising,RCY-1029,REF-102963,UPI,TXN353462253997,+91 11 4968 3572,43241.1,Shakti Recyclers,"Guindy, Chennai",Pending Verification
Yogesh Bhatt,10440.1,5,placeholder://scrap-images/e-waste-pcb/97128bd2.webp,E-Waste PCB,1496.89,Stable,RCY-1008,REF-102964,UPI,TXN823170306498,+91 11 7932 9685,41456.2,EcoWave Industries,"Dharavi, Mumbai",Pending Verification
Ajay Singh,59325.5,0,placeholder://scrap-images/hard-plastics/073a136c.webp,Hard Plastics,1140.26,Falling,RCY-1048,REF-102965,UPI,TXN163461572386,+91 11 5272 4728,79889.0,Metro Recycling Hub,"Dharavi, Mumbai",Pending Verification
Amit Joshi,40086.8,0,placeholder://scrap-images/hard-plastics/1c67fcf0.webp,Hard Plastics,813.9,Falling,RCY-1036,REF-102966,UPI,TXN278557296939,+91 11 5646 8653,56631.0,National Industries,"Jamshedpur, Jharkhand",Authorized
Manish Nair,1713.4,4,placeholder://scrap-images/lead-acid-battery/5a0d7c99.webp,Lead-Acid Battery,151.29,Stable,RCY-1018,REF-102967,UPI,TXN191257148134,+91 11 5330 6853,2166.2,Greenline Waste Management,"Ankleshwar, Gujarat",Authorized
Amit Chauhan,9172.3,0,placeholder://scrap-images/newspaper/df7ec725.webp,Newspaper,172.69,Rising,RCY-1005,REF-102968,Cash,CASH-BA9F2DAAFD,+91 11 8776 1931,8035.8,Shakti Industries,"Narela, New Delhi",Authorized
Amit Thakur,8930.4,6,placeholder://scrap-images/lead-acid-battery/3959570e.webp,Lead-Acid Battery,849.34,Stable,RCY-1009,REF-102969,UPI,TXN986401075748,+91 11 8684 5849,10310.1,Metro Waste Management,"Jamshedpur, Jharkhand",Authorized
Meena Chopra,19293.7,0,placeholder://scrap-images/newspaper/e910d94d.webp,Newspaper,327.18,Rising,RCY-1009,REF-102970,UPI,TXN384913343390,+91 11 2789 2088,17883.2,Metro Waste Management,"Jamshedpur, Jharkhand",Authorized
Rahul Yadav,9655.2,1,placeholder://scrap-images/e-waste-pcb/f3b93c8b.webp,E-Waste PCB,1420.28,Rising,RCY-1025,REF-102971,UPI,TXN156710330810,+91 11 1541 6906,36673.1,Shakti Waste Management,"Ankleshwar, Gujarat",Pending Verification
Kiran Rawat,14669.9,5,placeholder://scrap-images/lead-acid-battery/ab5dba61.webp,Lead-Acid Battery,1341.19,Stable,RCY-1059,REF-102972,UPI,TXN921388203082,+91 11 6988 4279,17335.7,Sunrise Metals,"Peenya, Bengaluru",Authorized
Jyoti Kumar,4842.0,7,placeholder://scrap-images/small-battery/3637d745.webp,Small Battery,227.38,Falling,RCY-1043,REF-102973,UPI,TXN786183077071,+91 11 6096 5425,6694.6,Urban Waste Management,"Ludhiana, Punjab",Authorized
Pooja Nair,71393.5,0,placeholder://scrap-images/pet-bottles/94c2a294.webp,PET Bottles,999.84,Rising,RCY-1020,REF-102974,UPI,TXN953681395056,+91 11 6189 9770,83669.4,Greenline Metals,"Ludhiana, Punjab",Pending Verification
Kavita Rana,10839.6,6,placeholder://scrap-images/small-battery/c5381101.webp,Small Battery,503.83,Rising,RCY-1037,REF-102975,Cash,CASH-667DEA46E8,+91 11 6094 1514,17402.5,Green India Industries,"Mayapuri Industrial Area, Delhi",Authorized
Ajay Malhotra,12454.2,0,placeholder://scrap-images/copper/156bb6c2.webp,Copper,8262.0,Rising,RCY-1022,REF-102976,UPI,TXN326317565481,+91 11 6460 3808,29454.1,Sunrise Waste Management,"Guindy, Chennai",Authorized
Shalini Rawat,5140.5,8,placeholder://scrap-images/e-waste-pcb/82f2fb90.webp,E-Waste PCB,748.39,Falling,RCY-1032,REF-102977,UPI,TXN795319686081,+91 11 8390 4470,21450.6,National Recycling Hub,"Bhiwandi, Maharashtra",Authorized
Arjun Rana,82130.2,0,placeholder://scrap-images/iron-steel/50365eab.webp,Iron / Steel,2568.51,Stable,RCY-1031,REF-102978,UPI,TXN414619720387,+91 11 5480 7398,153784.2,Clean Earth Waste Management,"Sanathnagar, Hyderabad",Authorized
Swati Kumar,3536.2,0,placeholder://scrap-images/copper/81b302aa.webp,Copper,2376.58,Falling,RCY-1000,REF-102979,UPI,TXN525784661263,+91 11 5876 9951,8042.7,Clean Earth Metals,"Bhiwandi, Maharashtra",Authorized
Payal Rana,33091.8,0,placeholder://scrap-images/hard-plastics/1e799f06.webp,Hard Plastics,647.54,Rising,RCY-1014,REF-102980,Cash,CASH-3CAFAD7B41,+91 11 6761 5755,42697.9,Sunrise Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Dinesh Iyer,2352.4,0,placeholder://scrap-images/pet-bottles/5f06c9f8.webp,PET Bottles,33.03,Rising,RCY-1016,REF-102981,UPI,TXN376426077073,+91 11 6803 4245,2787.4,Greenline Enterprises,"Narela, New Delhi",Authorized
Amit Das,1524.8,7,placeholder://scrap-images/e-waste-pcb/999210e8.webp,E-Waste PCB,212.63,Stable,RCY-1052,REF-102982,UPI,TXN795107846329,+91 11 5143 8679,6238.9,Sunrise Scrap Traders,"Ankleshwar, Gujarat",Authorized
Neha Kumar,6047.5,3,placeholder://scrap-images/small-battery/2281c871.webp,Small Battery,295.63,Falling,RCY-1045,REF-102983,UPI,TXN234008527979,+91 11 7459 1930,9604.7,Metro Eco Solutions,"Okhla Phase 2, New Delhi",Authorized
Arjun Rawat,5755.2,0,placeholder://scrap-images/newspaper/54ec0810.webp,Newspaper,108.98,Falling,RCY-1049,REF-102984,UPI,TXN839793192946,+91 11 9331 9702,5675.4,EcoWave Scrap Traders,"Mayapuri Industrial Area, Delhi",Authorized
Vinod Rawat,6979.9,6,placeholder://scrap-images/small-battery/accccfaa.webp,Small Battery,329.75,Falling,RCY-1050,REF-102985,Cash,CASH-D0F2732BAD,+91 11 5335 7785,10317.8,Bharat Enterprises,"Mayapuri Industrial Area, Delhi",Authorized
